date,receipt_id,store_id,sku_id,customer_id,quantity,unit_price,total_value,channel,discount_pct,promo_id
2024-05-29,RCPT00000024,ST13,SKU00500,CUST04271,2,1264.58,2063.79,Mobile App,18.4,PROMO089
2024-05-29,RCPT00000024,ST13,SKU04163,CUST04271,5,413.53,2067.65,Mobile App,0.0,
2024-05-29,RCPT00000024,ST13,SKU04596,CUST04271,1,335.55,335.55,Mobile App,0.0,
2025-11-09,RCPT00000025,ST20,SKU03246,CUST09278,3,2508.18,7524.54,Online,0.0,
2022-08-24,RCPT00000026,ST22,SKU01710,CUST09459,2,2094.77,4189.54,Online,0.0,
2022-08-24,RCPT00000026,ST22,SKU02355,CUST09459,1,321.17,321.17,Online,0.0,
2022-08-13,RCPT00000027,ST04,SKU03741,CUST03926,1,497.2,497.2,In-Store,0.0,
2022-10-03,RCPT00000028,ST27,SKU01426,CUST03318,1,276.15,276.15,In-Store,0.0,
2023-02-06,RCPT00000029,ST10,SKU04515,CUST08378,1,244.19,244.19,Mobile App,0.0,
2025-02-20,RCPT00000030,ST21,SKU04789,CUST07408,2,67.08,74.73,In-Store,44.3,PROMO041
2024-12-24,RCPT00000031,ST04,SKU00490,CUST02724,5,240.88,1204.4,Online,0.0,
2024-12-24,RCPT00000031,ST04,SKU03102,CUST02724,1,1334.54,1334.54,Online,0.0,
2022-04-13,RCPT00000032,ST14,SKU02940,CUST09654,1,322.25,322.25,In-Store,0.0,
2024-12-19,RCPT00000033,ST06,SKU04321,CUST07364,3,961.3,2883.9,Online,0.0,
2023-11-04,RCPT00000034,ST28,SKU01657,CUST04146,3,230.15,690.45,Online,0.0,
2023-11-04,RCPT00000034,ST28,SKU00426,CUST04146,1,605.61,605.61,Online,0.0,
2022-03-24,RCPT00000035,ST27,SKU04321,CUST00658,5,961.3,4806.5,In-Store,0.0,
2024-12-16,RCPT00000036,ST11,SKU00934,CUST08765,3,1037.02,3111.06,Mobile App,0.0,
2024-12-16,RCPT00000036,ST11,SKU02329,CUST08765,2,166.7,333.4,Mobile App,0.0,
2025-07-11,RCPT00000037,ST14,SKU00369,CUST07854,2,368.93,737.86,In-Store,0.0,
2025-07-11,RCPT00000037,ST14,SKU02870,CUST07854,3,794.71,2384.13,In-Store,0.0,
2025-07-11,RCPT00000037,ST14,SKU04226,CUST07854,1,372.26,372.26,In-Store,0.0,
2022-08-11,RCPT00000038,ST14,SKU01183,CUST01373,1,228.38,228.38,In-Store,0.0,
2022-08-11,RCPT00000038,ST14,SKU04321,CUST01373,4,961.3,3845.2,In-Store,0.0,
2022-08-11,RCPT00000038,ST14,SKU01489,CUST01373,3,110.32,330.96,In-Store,0.0,
2022-08-11,RCPT00000038,ST14,SKU03309,CUST01373,1,983.01,983.01,In-Store,0.0,
2022-08-11,RCPT00000038,ST14,SKU02961,CUST01373,2,1130.98,2261.96,In-Store,0.0,
2022-12-17,RCPT00000039,ST06,SKU03739,CUST02996,2,140.88,281.76,In-Store,0.0,
2024-02-06,RCPT00000040,ST14,SKU00641,CUST06831,1,164.18,164.18,In-Store,0.0,
2024-02-06,RCPT00000040,ST14,SKU03589,CUST06831,1,1456.54,1456.54,In-Store,0.0,
2022-12-01,RCPT00000041,ST27,SKU03546,CUST03266,4,496.17,1605.61,Mobile App,19.1,PROMO086
2022-11-22,RCPT00000042,ST21,SKU04908,CUST07531,1,1133.38,1133.38,In-Store,0.0,
2022-11-22,RCPT00000042,ST21,SKU02748,CUST07531,1,414.75,414.75,In-Store,0.0,
2022-10-11,RCPT00000043,ST14,SKU02710,CUST04726,3,460.43,1381.29,In-Store,0.0,
2023-05-05,RCPT00000044,ST28,SKU02624,CUST03823,4,3182.64,12730.56,In-Store,0.0,
2023-05-05,RCPT00000044,ST28,SKU01897,CUST03823,1,492.22,492.22,In-Store,0.0,
2023-05-05,RCPT00000044,ST28,SKU00445,CUST03823,3,87.15,261.45,In-Store,0.0,
2023-05-05,RCPT00000044,ST28,SKU00942,CUST03823,1,172.9,172.9,In-Store,0.0,
2025-08-25,RCPT00000045,ST03,SKU02392,CUST07523,1,132.22,132.22,Mobile App,0.0,
2025-08-25,RCPT00000045,ST03,SKU03133,CUST07523,1,262.89,262.89,Mobile App,0.0,
2025-02-07,RCPT00000046,ST17,SKU04381,CUST00040,1,192.07,106.98,Online,44.3,PROMO041
2022-05-31,RCPT00000047,ST01,SKU03049,CUST03070,3,267.4,458.86,Online,42.8,PROMO022
2023-05-13,RCPT00000048,ST04,SKU02835,CUST02158,2,1538.54,3077.08,Online,0.0,
2023-05-13,RCPT00000048,ST04,SKU02469,CUST02158,1,1489.36,1489.36,Online,0.0,
2023-05-13,RCPT00000048,ST04,SKU00953,CUST02158,3,273.99,821.97,Online,0.0,
2023-05-13,RCPT00000048,ST04,SKU03422,CUST02158,1,1121.44,1121.44,Online,0.0,
2024-02-13,RCPT00000049,ST27,SKU03933,CUST09879,5,2467.37,12336.85,Online,0.0,
2024-02-13,RCPT00000049,ST27,SKU01918,CUST09879,1,529.69,529.69,Online,0.0,
2022-11-01,RCPT00000050,ST27,SKU02630,CUST08600,2,257.78,515.56,In-Store,0.0,
2022-11-01,RCPT00000050,ST27,SKU01770,CUST08600,3,318.52,955.56,In-Store,0.0,
2022-11-01,RCPT00000050,ST27,SKU04321,CUST08600,1,961.3,961.3,In-Store,0.0,
2022-11-01,RCPT00000050,ST27,SKU00305,CUST08600,3,493.11,1479.33,In-Store,0.0,
2022-11-01,RCPT00000050,ST27,SKU01037,CUST08600,1,178.07,178.07,In-Store,0.0,
2023-08-18,RCPT00000051,ST30,SKU03621,CUST03643,1,370.39,370.39,In-Store,0.0,
2024-11-10,RCPT00000052,ST14,SKU02532,CUST02731,1,115.67,115.67,Mobile App,0.0,
2024-08-24,RCPT00000053,ST17,SKU01705,CUST05533,1,158.38,158.38,In-Store,0.0,
2025-02-01,RCPT00000054,ST06,SKU01819,CUST09940,2,1045.44,2090.88,Mobile App,0.0,
2025-02-01,RCPT00000054,ST06,SKU04321,CUST09940,1,961.3,961.3,Mobile App,0.0,
2025-01-26,RCPT00000055,ST03,SKU01009,CUST08811,2,223.42,446.84,In-Store,0.0,
2023-07-05,RCPT00000056,ST11,SKU00286,CUST05442,3,64.45,193.35,In-Store,0.0,
2023-07-05,RCPT00000056,ST11,SKU04170,CUST05442,2,393.34,786.68,In-Store,0.0,
2023-07-05,RCPT00000056,ST11,SKU02930,CUST05442,2,170.16,340.32,In-Store,0.0,
2025-01-23,RCPT00000057,ST27,SKU01775,CUST05755,2,204.15,408.3,Mobile App,0.0,
2025-01-23,RCPT00000057,ST27,SKU00897,CUST05755,2,88.62,177.24,Mobile App,0.0,
2025-01-23,RCPT00000057,ST27,SKU04796,CUST05755,3,1974.55,5923.65,Mobile App,0.0,
2025-01-23,RCPT00000057,ST27,SKU02354,CUST05755,3,90.78,272.34,Mobile App,0.0,
2025-01-23,RCPT00000057,ST27,SKU03612,CUST05755,4,290.1,1160.4,Mobile App,0.0,
2022-04-01,RCPT00000058,ST07,SKU02813,CUST00857,1,250.52,250.52,In-Store,0.0,
2024-10-26,RCPT00000059,ST28,SKU04072,CUST04578,2,174.03,348.06,In-Store,0.0,
2023-05-25,RCPT00000060,ST11,SKU01127,CUST09534,1,817.54,817.54,In-Store,0.0,
2023-08-31,RCPT00000061,ST08,SKU00074,CUST01889,2,197.5,344.84,In-Store,12.7,PROMO010
2024-08-21,RCPT00000062,ST15,SKU01078,CUST04272,1,243.34,243.34,Online,0.0,
2024-06-15,RCPT00000063,ST01,SKU03021,CUST08957,2,1165.36,2002.09,In-Store,14.1,PROMO023
2024-12-19,RCPT00000064,ST29,SKU00028,CUST06375,3,94.45,283.35,In-Store,0.0,
2024-12-19,RCPT00000064,ST29,SKU00820,CUST06375,2,487.11,974.22,In-Store,0.0,
2024-12-19,RCPT00000064,ST29,SKU00693,CUST06375,2,1047.53,2095.06,In-Store,0.0,
2024-07-20,RCPT00000065,ST20,SKU00509,CUST03570,3,238.23,553.17,In-Store,22.6,PROMO045
2024-07-20,RCPT00000065,ST20,SKU02187,CUST03570,3,242.07,562.09,In-Store,22.6,PROMO045
2024-07-20,RCPT00000065,ST20,SKU04890,CUST03570,2,96.81,149.86,In-Store,22.6,PROMO045
2024-07-20,RCPT00000065,ST20,SKU00430,CUST03570,2,146.59,226.92,In-Store,22.6,PROMO045
2024-07-20,RCPT00000065,ST20,SKU02736,CUST03570,3,153.51,356.45,In-Store,22.6,PROMO045
2025-08-24,RCPT00000066,ST16,SKU01688,CUST09398,1,158.65,158.65,Mobile App,0.0,
2025-11-10,RCPT00000067,ST29,SKU04897,CUST03243,3,904.26,2712.78,In-Store,0.0,
2025-11-10,RCPT00000067,ST29,SKU04646,CUST03243,2,82.38,164.76,In-Store,0.0,
2022-04-16,RCPT00000068,ST18,SKU02283,CUST05506,1,87.82,87.82,In-Store,0.0,
2022-04-16,RCPT00000068,ST18,SKU04575,CUST05506,5,80.19,400.95,In-Store,0.0,
2022-08-07,RCPT00000069,ST30,SKU03604,CUST03693,1,122.62,122.62,In-Store,0.0,
2022-08-07,RCPT00000069,ST30,SKU00264,CUST03693,3,242.74,728.22,In-Store,0.0,
2022-08-07,RCPT00000069,ST30,SKU00259,CUST03693,2,249.48,498.96,In-Store,0.0,
2022-08-07,RCPT00000069,ST30,SKU01170,CUST03693,2,365.5,731.0,In-Store,0.0,
2022-09-20,RCPT00000070,ST25,SKU00888,CUST01507,5,244.92,1224.6,Mobile App,0.0,
2025-08-16,RCPT00000071,ST14,SKU02353,CUST09523,2,747.09,1494.18,In-Store,0.0,
2025-08-16,RCPT00000071,ST14,SKU03350,CUST09523,3,143.76,431.28,In-Store,0.0,
2025-08-16,RCPT00000071,ST14,SKU03157,CUST09523,3,167.25,501.75,In-Store,0.0,
2025-12-06,RCPT00000072,ST16,SKU02329,CUST05219,2,166.7,333.4,Mobile App,0.0,
2025-12-06,RCPT00000072,ST16,SKU03230,CUST05219,1,622.02,622.02,Mobile App,0.0,
2025-02-08,RCPT00000073,ST10,SKU03413,CUST01624,1,314.95,175.43,Mobile App,44.3,PROMO041
2022-05-07,RCPT00000074,ST08,SKU00471,CUST09604,3,344.74,1034.22,In-Store,0.0,
2022-05-07,RCPT00000074,ST08,SKU00485,CUST09604,1,50.23,50.23,In-Store,0.0,
2023-10-19,RCPT00000075,ST28,SKU04453,CUST07641,5,265.58,1327.9,In-Store,0.0,
2023-06-27,RCPT00000076,ST13,SKU00169,CUST05311,2,95.37,190.74,In-Store,0.0,
2023-06-27,RCPT00000076,ST13,SKU01282,CUST05311,1,39.37,39.37,In-Store,0.0,
2025-11-08,RCPT00000077,ST29,SKU04596,CUST06465,1,335.55,335.55,Online,0.0,
2024-04-29,RCPT00000078,ST11,SKU03727,CUST09893,1,1660.93,1660.93,In-Store,0.0,
2022-01-14,RCPT00000079,ST21,SKU02843,CUST09325,1,87.14,87.14,Online,0.0,
2024-11-25,RCPT00000080,ST06,SKU04105,CUST03229,1,464.78,464.78,Online,0.0,
2025-08-21,RCPT00000081,ST19,SKU03825,CUST09260,3,105.66,316.98,Online,0.0,
2025-08-21,RCPT00000081,ST19,SKU01775,CUST09260,2,204.15,408.3,Online,0.0,
2024-07-13,RCPT00000082,ST23,SKU01127,CUST08399,3,817.54,1898.33,In-Store,22.6,PROMO045
2024-07-13,RCPT00000082,ST23,SKU02231,CUST08399,1,50.54,39.12,In-Store,22.6,PROMO045
2023-04-28,RCPT00000083,ST10,SKU04579,CUST04441,1,92.85,92.85,In-Store,0.0,
2025-06-16,RCPT00000084,ST19,SKU01297,CUST02785,2,280.29,560.58,In-Store,0.0,
2025-06-16,RCPT00000084,ST19,SKU04321,CUST02785,1,961.3,961.3,In-Store,0.0,
2025-06-16,RCPT00000084,ST19,SKU01556,CUST02785,3,1701.38,5104.14,In-Store,0.0,
2025-06-16,RCPT00000084,ST19,SKU02705,CUST02785,2,3268.55,6537.1,In-Store,0.0,
2025-06-16,RCPT00000084,ST19,SKU04143,CUST02785,1,413.46,413.46,In-Store,0.0,
2023-01-16,RCPT00000085,ST06,SKU04325,CUST02089,3,2888.57,8665.71,In-Store,0.0,
2025-06-21,RCPT00000086,ST15,SKU04256,CUST06590,1,1909.53,1909.53,In-Store,0.0,
2025-06-21,RCPT00000086,ST15,SKU01826,CUST06590,1,156.74,123.51,In-Store,21.2,PROMO060
2025-06-21,RCPT00000086,ST15,SKU04317,CUST06590,4,1598.65,6394.6,In-Store,0.0,
2023-08-15,RCPT00000087,ST14,SKU04596,CUST08477,1,335.55,335.55,In-Store,0.0,
2023-08-15,RCPT00000087,ST14,SKU00605,CUST08477,2,420.44,840.88,In-Store,0.0,
2023-08-15,RCPT00000087,ST14,SKU03549,CUST08477,2,173.56,347.12,In-Store,0.0,
2025-11-09,RCPT00000088,ST25,SKU01901,CUST09984,3,102.51,307.53,In-Store,0.0,
2025-11-30,RCPT00000089,ST09,SKU04321,CUST04263,1,961.3,961.3,In-Store,0.0,
2022-03-22,RCPT00000090,ST03,SKU03010,CUST05766,1,768.67,768.67,In-Store,0.0,
2022-03-22,RCPT00000090,ST03,SKU00799,CUST05766,1,164.49,164.49,In-Store,0.0,
2022-06-06,RCPT00000091,ST08,SKU02747,CUST03374,2,561.26,642.08,In-Store,42.8,PROMO022
2022-06-26,RCPT00000092,ST10,SKU01293,CUST08328,2,228.78,457.56,Online,0.0,
2022-07-16,RCPT00000093,ST03,SKU04913,CUST08599,1,466.91,466.91,In-Store,0.0,
2024-08-23,RCPT00000094,ST14,SKU04321,CUST02203,2,961.3,1922.6,Mobile App,0.0,
2022-12-05,RCPT00000095,ST23,SKU04598,CUST04812,2,312.26,624.52,Online,0.0,
2023-06-20,RCPT00000096,ST10,SKU01048,CUST05731,1,96.18,96.18,In-Store,0.0,
2022-08-13,RCPT00000097,ST22,SKU00845,CUST03499,2,670.83,1341.66,Online,0.0,
2024-03-06,RCPT00000098,ST27,SKU03186,CUST06342,1,66.0,37.09,In-Store,43.8,PROMO075
2024-04-07,RCPT00000099,ST22,SKU01363,CUST04462,3,3184.6,4796.01,In-Store,49.8,PROMO019
2024-04-07,RCPT00000099,ST22,SKU01151,CUST04462,2,1839.22,1846.58,In-Store,49.8,PROMO019
2022-06-18,RCPT00000100,ST09,SKU02769,CUST06592,1,725.22,414.83,Online,42.8,PROMO022
2022-01-22,RCPT00000101,ST06,SKU03292,CUST05001,2,164.03,328.06,In-Store,0.0,
2023-05-08,RCPT00000102,ST12,SKU04864,CUST08199,2,110.36,220.72,In-Store,0.0,
2023-05-08,RCPT00000102,ST12,SKU02721,CUST08199,2,259.98,519.96,In-Store,0.0,
2022-02-01,RCPT00000103,ST24,SKU03487,CUST04947,1,190.24,190.24,In-Store,0.0,
2022-02-01,RCPT00000103,ST24,SKU03077,CUST04947,3,377.75,1133.25,In-Store,0.0,
2023-10-19,RCPT00000104,ST03,SKU01682,CUST05843,3,254.03,389.43,In-Store,48.9,PROMO077
2022-02-13,RCPT00000105,ST18,SKU04787,CUST01505,1,161.55,161.55,Mobile App,0.0,
2022-02-13,RCPT00000105,ST18,SKU01773,CUST01505,2,2961.29,5922.58,Mobile App,0.0,
2023-05-11,RCPT00000106,ST04,SKU00254,CUST07586,1,105.55,105.55,In-Store,0.0,
2023-05-11,RCPT00000106,ST04,SKU04321,CUST07586,2,961.3,1922.6,In-Store,0.0,
2024-05-15,RCPT00000107,ST19,SKU04714,CUST03916,1,2007.28,1348.89,In-Store,32.8,PROMO036
2024-05-15,RCPT00000107,ST19,SKU02088,CUST03916,1,69.31,46.58,In-Store,32.8,PROMO036
2024-05-15,RCPT00000107,ST19,SKU02981,CUST03916,1,361.07,242.64,In-Store,32.8,PROMO036
2025-03-14,RCPT00000108,ST22,SKU00264,CUST09799,2,242.74,485.48,In-Store,0.0,
2022-01-13,RCPT00000109,ST06,SKU03420,CUST06626,2,143.9,287.8,In-Store,0.0,
2024-09-14,RCPT00000110,ST05,SKU00474,CUST07023,1,102.76,102.76,In-Store,0.0,
2024-09-14,RCPT00000110,ST05,SKU04489,CUST07023,2,251.01,502.02,In-Store,0.0,
2023-11-27,RCPT00000111,ST23,SKU03855,CUST08551,1,683.9,683.9,Mobile App,0.0,
2023-11-27,RCPT00000111,ST23,SKU04571,CUST08551,1,868.52,868.52,Mobile App,0.0,
2022-12-12,RCPT00000112,ST28,SKU00376,CUST02560,1,207.45,207.45,In-Store,0.0,
2022-12-12,RCPT00000112,ST28,SKU02998,CUST02560,2,891.24,1782.48,In-Store,0.0,
2022-05-18,RCPT00000113,ST03,SKU04632,CUST07950,2,892.4,1784.8,Online,0.0,
2022-05-18,RCPT00000113,ST03,SKU02526,CUST07950,3,698.11,2094.33,Online,0.0,
2022-05-18,RCPT00000113,ST03,SKU02999,CUST07950,1,307.71,307.71,Online,0.0,
2022-12-12,RCPT00000114,ST29,SKU03984,CUST01287,1,331.05,331.05,In-Store,0.0,
2022-12-12,RCPT00000114,ST29,SKU02947,CUST01287,1,134.5,134.5,In-Store,0.0,
2022-05-21,RCPT00000115,ST21,SKU03595,CUST07119,1,164.86,164.86,Mobile App,0.0,
2022-05-21,RCPT00000115,ST21,SKU04321,CUST07119,3,961.3,2883.9,Mobile App,0.0,
2022-05-21,RCPT00000115,ST21,SKU02307,CUST07119,1,2067.44,2067.44,Mobile App,0.0,
2022-05-21,RCPT00000115,ST21,SKU02775,CUST07119,1,163.46,163.46,Mobile App,0.0,
2022-05-21,RCPT00000115,ST21,SKU00500,CUST07119,1,1264.58,1264.58,Mobile App,0.0,
2024-09-11,RCPT00000116,ST04,SKU04321,CUST08218,1,961.3,961.3,Online,0.0,
2024-09-04,RCPT00000117,ST05,SKU02012,CUST04500,1,71.6,71.6,Online,0.0,
2024-09-04,RCPT00000117,ST05,SKU02939,CUST04500,1,82.66,82.66,Online,0.0,
2025-11-21,RCPT00000118,ST13,SKU04694,CUST07517,1,149.97,149.97,Mobile App,0.0,
2025-11-21,RCPT00000118,ST13,SKU00662,CUST07517,1,366.53,366.53,Mobile App,0.0,
2022-02-28,RCPT00000119,ST30,SKU01612,CUST02173,1,151.28,151.28,In-Store,0.0,
2022-07-09,RCPT00000120,ST13,SKU00355,CUST08805,1,144.21,144.21,In-Store,0.0,
2022-07-09,RCPT00000120,ST13,SKU04404,CUST08805,1,240.58,240.58,In-Store,0.0,
2024-12-13,RCPT00000121,ST03,SKU00735,CUST02914,1,2570.53,2570.53,Online,0.0,
2024-12-13,RCPT00000121,ST03,SKU01081,CUST02914,1,2680.16,2680.16,Online,0.0,
2024-12-13,RCPT00000121,ST03,SKU04571,CUST02914,3,868.52,2605.56,Online,0.0,
2025-06-03,RCPT00000122,ST07,SKU02923,CUST08020,1,124.18,124.18,Mobile App,0.0,
2025-07-15,RCPT00000123,ST13,SKU02398,CUST04637,3,682.66,2047.98,In-Store,0.0,
2025-07-15,RCPT00000123,ST13,SKU04154,CUST04637,3,351.77,1055.31,In-Store,0.0,
2025-07-15,RCPT00000123,ST13,SKU00847,CUST04637,1,398.86,398.86,In-Store,0.0,
2022-06-21,RCPT00000124,ST25,SKU04504,CUST05723,1,195.03,195.03,In-Store,0.0,
2022-11-11,RCPT00000125,ST06,SKU04596,CUST09323,4,335.55,1342.2,Online,0.0,
2022-11-11,RCPT00000125,ST06,SKU04320,CUST09323,2,2952.52,5905.04,Online,0.0,
2023-07-22,RCPT00000126,ST16,SKU03596,CUST09218,3,222.89,668.67,In-Store,0.0,
2023-07-22,RCPT00000126,ST16,SKU04596,CUST09218,1,335.55,335.55,In-Store,0.0,
2025-11-06,RCPT00000127,ST08,SKU01613,CUST00095,1,176.32,176.32,Online,0.0,
2022-12-23,RCPT00000128,ST06,SKU00845,CUST04206,2,670.83,1341.66,In-Store,0.0,
2022-12-23,RCPT00000128,ST06,SKU04321,CUST04206,2,961.3,1922.6,In-Store,0.0,
2025-12-22,RCPT00000129,ST14,SKU04321,CUST00039,5,961.3,4806.5,In-Store,0.0,
2023-03-09,RCPT00000130,ST19,SKU04240,CUST09255,3,701.01,1955.82,In-Store,7.0,PROMO002
2023-03-09,RCPT00000130,ST19,SKU04762,CUST09255,4,437.45,1627.31,In-Store,7.0,PROMO002
2023-10-28,RCPT00000131,ST17,SKU01359,CUST09559,3,303.38,506.95,In-Store,44.3,PROMO048
2024-12-25,RCPT00000132,ST30,SKU01860,CUST05481,1,211.67,211.67,Online,0.0,
2025-03-14,RCPT00000133,ST22,SKU00123,CUST09959,1,99.13,99.13,In-Store,0.0,
2025-03-14,RCPT00000133,ST22,SKU00416,CUST09959,1,75.12,75.12,In-Store,0.0,
2025-03-14,RCPT00000133,ST22,SKU00286,CUST09959,1,64.45,64.45,In-Store,0.0,
2025-08-27,RCPT00000134,ST04,SKU04265,CUST01337,1,83.19,83.19,In-Store,0.0,
2025-08-27,RCPT00000134,ST04,SKU02401,CUST01337,2,524.47,1048.94,In-Store,0.0,
2024-09-08,RCPT00000135,ST23,SKU03727,CUST06131,1,1660.93,1660.93,In-Store,0.0,
2025-12-18,RCPT00000136,ST24,SKU04321,CUST03266,1,961.3,961.3,Mobile App,0.0,
2023-01-29,RCPT00000137,ST24,SKU04471,CUST08597,1,1515.36,1515.36,In-Store,0.0,
2023-12-31,RCPT00000138,ST11,SKU00836,CUST05582,1,765.01,536.27,In-Store,29.9,PROMO043
2024-07-13,RCPT00000139,ST07,SKU02050,CUST09686,2,90.73,140.45,In-Store,22.6,PROMO045
2025-06-22,RCPT00000140,ST09,SKU04050,CUST00467,4,118.91,475.64,Online,0.0,
2025-06-22,RCPT00000140,ST09,SKU00942,CUST00467,1,172.9,172.9,Online,0.0,
2025-09-28,RCPT00000141,ST03,SKU01242,CUST04024,1,414.93,414.93,In-Store,0.0,
2023-01-01,RCPT00000142,ST17,SKU03500,CUST05889,3,1732.5,4750.52,Online,8.6,PROMO095
2024-02-24,RCPT00000143,ST08,SKU01361,CUST03464,1,728.62,728.62,In-Store,0.0,
2024-02-24,RCPT00000143,ST08,SKU04646,CUST03464,2,82.38,164.76,In-Store,0.0,
2024-02-24,RCPT00000143,ST08,SKU03727,CUST03464,1,1660.93,1660.93,In-Store,0.0,
2024-02-24,RCPT00000143,ST08,SKU02950,CUST03464,4,251.09,1004.36,In-Store,0.0,
2024-02-24,RCPT00000143,ST08,SKU02930,CUST03464,1,170.16,170.16,In-Store,0.0,
2023-10-07,RCPT00000144,ST25,SKU04017,CUST06143,1,119.49,119.49,In-Store,0.0,
2023-10-07,RCPT00000144,ST25,SKU03391,CUST06143,1,1440.2,1440.2,In-Store,0.0,
2023-10-07,RCPT00000144,ST25,SKU04948,CUST06143,1,288.18,288.18,In-Store,0.0,
2023-10-07,RCPT00000144,ST25,SKU04034,CUST06143,3,1575.82,4727.46,In-Store,0.0,
2025-06-07,RCPT00000145,ST24,SKU01037,CUST09630,1,178.07,178.07,In-Store,0.0,
2025-06-07,RCPT00000145,ST24,SKU04431,CUST09630,1,38.21,38.21,In-Store,0.0,
2025-06-07,RCPT00000145,ST24,SKU04321,CUST09630,5,961.3,4806.5,In-Store,0.0,
2025-06-07,RCPT00000145,ST24,SKU03292,CUST09630,1,164.03,164.03,In-Store,0.0,
2022-02-28,RCPT00000146,ST06,SKU02368,CUST09894,3,849.39,2548.17,Online,0.0,
2022-02-28,RCPT00000146,ST06,SKU01084,CUST09894,1,2259.43,2259.43,Online,0.0,
2022-02-28,RCPT00000146,ST06,SKU02103,CUST09894,2,113.18,226.36,Online,0.0,
2022-05-31,RCPT00000147,ST24,SKU01514,CUST05389,2,870.11,995.41,Online,42.8,PROMO022
2022-05-31,RCPT00000147,ST24,SKU00539,CUST05389,1,199.63,114.19,Online,42.8,PROMO022
2024-11-10,RCPT00000148,ST01,SKU03069,CUST03452,4,296.3,1185.2,In-Store,0.0,
